original_name,canonical_name,num_similar
HEUER INGENIEURBÜRO,HEUER INGENIEURBÜRO,1
HEUER SANITÄRTECHNIK GMBH,HEUER SANITÄRTECHNIK GMBH,1
HEUMANN GMBH & CO. KG,HEUMANN GMBH & CO. KG,1
HFI HAUSTECHNIK GMBH,HFI HAUSTECHNIK GMBH,1
HGZ SOLUTIONS GMBH,HGZ SOLUTIONS GMBH,1
HHK HAUSTECHNIK HAMBURG GMBH,HHK HAUSTECHNIK HAMBURG GMBH,1
HIBO HAUSTECHNIK GMBH & CO. KG,HIBO HAUSTECHNIK GMBH & CO. KG,1
HILGERS GMBH & CO. KG,HILGERS GMBH & CO. KG,1
HILLER HAUSTECHNIK GMBH,HILLER HAUSTECHNIK GMBH,1
"HILTNER, AUDREY","HILTNER, AUDREY",1
HINRICH EUHUS,HINRICH EUHUS,1
HLS - INGENIEURBÜRO,HLS - INGENIEURBÜRO,1
HLS QUAUKE GMBH,HLS QUAUKE GMBH,1
HOEPFNER BAUINVEST GMBH & CO. KG,HOEPFNER BAUINVEST GMBH & CO. KG,1
HOFBAUER HEIZUNG SANITÄR LÜFTUNG GMBH & CO. KG,HOFBAUER HEIZUNG SANITÄR LÜFTUNG GMBH & CO. KG,1
HOFFMANN ANDREAS,HOFFMANN ANDREAS,1
HOFFMANN HAUSTECHNIK GMBH,HOFFMANN HAUSTECHNIK GMBH,1
HOIER GMBH,HOIER GMBH,1
HOLGER BESCHOTEN,HOLGER BESCHOTEN,1
HOLGER EINHEUSER,HOLGER EINHEUSER,1
HOLGER KÖRNER,HOLGER KÖRNER,1
HOLGER MÜNSTERMANN GMBH,HOLGER MÜNSTERMANN GMBH,1
HOLTZMANN & SOHN GMBH,HOLTZMANN & SOHN GMBH,1
HOLZBAUER GMBH,HOLZBAUER GMBH,1
HOLZHAUER KG,HOLZHAUER KG,1
HOLZHAUER SECS,HOLZHAUER SECS,1
HOOGESTRAAT,HOOGESTRAAT,1
HOPPE HEIZUNG,HOPPE HEIZUNG,1
HORN GMBH & CO.KG,HORN GMBH & CO.KG,1
HORNBACH BAUMARKT AG,HORNBACH BAUMARKT AG,1
HORNE BRÜCK GMBH,HORNE BRÜCK GMBH,1
HORNUNG HAUSTECHNIK GMBH,HORNUNG HAUSTECHNIK GMBH,1
HORST BUZAS,HORST BUZAS,1
HORST DENKER GMBH,HORST DENKER GMBH,1
HORST HÜLLER GMBH HEIZUNG - SANITÄR,HORST HÜLLER GMBH HEIZUNG - SANITÄR,1
HORST JESKE GMBH,HORST JESKE GMBH,1
HORST LOCHMANN,HORST LOCHMANN,1
HORST VETTER VERSORGUNGSTECHNISCHE SERVICE GMBH,HORST VETTER VERSORGUNGSTECHNISCHE SERVICE GMBH,1
HORST ZIENERT GMBH,HORST ZIENERT GMBH,1
HOTEL PASSAGE GMBH,HOTEL PASSAGE GMBH,1
HOUARI MARCHOUD SHM,HOUARI MARCHOUD SHM,1
HOUBEN GMBH,HOUBEN GMBH,1
HPS HOME POWER SOLUTIONS AG,HPS HOME POWER SOLUTIONS AG,1
HPS HYDRAULIK UND PNEUMATIK,HPS HYDRAULIK UND PNEUMATIK,1
HR SERVICE GMBH & CO. RÖMHILD KG,HR SERVICE GMBH & CO. RÖMHILD KG,1
HS HEIZUNGS- U. SANITÄR GMBH,HS HEIZUNGS- U. SANITÄR GMBH,1
"HS-C, HEMPELMANN KG","HS-C, HEMPELMANN KG",1
HS-C. HEMPELMANN KASSEL KG,HS-C. HEMPELMANN KASSEL KG,1
HS-C. HEMPELMANN KG,HS-C. HEMPELMANN KG,1
HS-C. HEMPELMANN KG HANNOVER,HS-C. HEMPELMANN KG HANNOVER,1
HS-C. HEMPELMANN SBK STENDAL,HS-C. HEMPELMANN SBK STENDAL,1
HS-C. HEMPELMANN SCHOENEBECK KG,HS-C. HEMPELMANN SCHOENEBECK KG,1
HSE HAUSTECHNIK GMBH,HSE HAUSTECHNIK GMBH,1
HSE UPONOR DEUTSCHLAND,HSE UPONOR DEUTSCHLAND,1
HSG HEIZUNG-SANITÄR-GEHRING GMBH,HSG HEIZUNG-SANITÄR-GEHRING GMBH,1
HSK FRANZ LORENZ GMBH,HSK FRANZ LORENZ GMBH,1
HSK GMBH,HSK GMBH,1
HSL SIBBE GMBH,HSL SIBBE GMBH,1
HSM TEC GMBH,HSM TEC GMBH,1
HSS KÄLTE- WÄRMESYSTEME GMBH,HSS KÄLTE- WÄRMESYSTEME GMBH,1
HTB HAUSTECHNIK BÖRDE GMBH,HTB HAUSTECHNIK BÖRDE GMBH,1
HTI BAER & OLLENROTH KG,HTI BAER & OLLENROTH KG,1
HTI BÄR & OLLENROTH KG,HTI BÄR & OLLENROTH KG,1
HTI COLLIN & SCHULTEN KG,HTI COLLIN & SCHULTEN KG,1
HTI COLLIN KG,HTI COLLIN KG,1
HTI CORDES & GRAEFE KG,HTI CORDES & GRAEFE KG,1
HTI DINGER & HORTMANN KG,HTI DINGER & HORTMANN KG,1
HTI EISEN RIEG KG,HTI EISEN RIEG KG,1
HTI EISEN-RIEG KG,HTI EISEN-RIEG KG,1
HTI FELDTMANN KG,HTI FELDTMANN KG,1
HTI GIENGER KG,HTI GIENGER KG,1
HTI HORTMANN KG,HTI HORTMANN KG,1
HTI THÜRINGEN KG,HTI THÜRINGEN KG,1
HTI ZEHNTER KG,HTI ZEHNTER KG,1
HTM HAUSTECHNIK,HTM HAUSTECHNIK,1
HTP HAUSTECHNIK PRANGE,HTP HAUSTECHNIK PRANGE,1
HTS HAUSTECHNIK & SERVICE GMBH,HTS HAUSTECHNIK & SERVICE GMBH,1
HUBER SANITÄRTECHNIK GMBH & CO.,HUBER SANITÄRTECHNIK GMBH & CO.,1
HUMANIA PFLEGEDIENST GMBH,HUMANIA PFLEGEDIENST GMBH,1
HUMMEL GEBÄUDETECHNIK GMBH,HUMMEL GEBÄUDETECHNIK GMBH,1
HURLER GMBH,HURLER GMBH,1
HUSMANN & DREIER GMBH,HUSMANN & DREIER GMBH,1
HUSTEC GMBH,HUSTEC GMBH,1
HUSTEDE HAUSTECHNIK GMBH & CO.KG,HUSTEDE HAUSTECHNIK GMBH & CO.KG,1
HUTTER WÄRME-KÄLTE-KLIMA-SERVICE,HUTTER WÄRME-KÄLTE-KLIMA-SERVICE,1
HVL GMBH,HVL GMBH,1
HWS HAMMER & WEIẞ GMBH,HWS HAMMER & WEIẞ GMBH,1
HYOUNG-MAN BAE,HYOUNG-MAN BAE,1
HYPOTHERM,HYPOTHERM,1
HÄBERLE HAUSTECHNIK GMBH & CO KG,HÄBERLE HAUSTECHNIK GMBH & CO KG,1
HÄRTNER HAUSTECHNIK GMBH,HÄRTNER HAUSTECHNIK GMBH,1
HÖBER GMBH,HÖBER GMBH,1
HÖGERL,HÖGERL,1
HÖLPER & SCHADE GBR,HÖLPER & SCHADE GBR,1
HÖLSCHER GMBH & CO.KG,HÖLSCHER GMBH & CO.KG,1
HÖRAND,HÖRAND,1
HÖRATH GMBH,HÖRATH GMBH,1
HÖRINGER GMBH & CO. KG,HÖRINGER GMBH & CO. KG,1
HÖRMANN HAUSTECHNIK GMBH & CO.KG,HÖRMANN HAUSTECHNIK GMBH & CO.KG,1
HÜBNER & BELTER GMBH & CO. KG,HÜBNER & BELTER GMBH & CO. KG,1
HÜLS ROBERT E.K. HEIZUNG SANITÄR,HÜLS ROBERT E.K. HEIZUNG SANITÄR,1
I&M BAUSTOFFHANDEL BRUCHHOF GMBH& CO. KG,I&M BAUSTOFFHANDEL BRUCHHOF GMBH& CO. KG,1
IB HOLZENKAMP,IB HOLZENKAMP,1
"IB-RAMEZANI, INGENIEURBÜRO FÜR HAUSTECHNIK","IB-RAMEZANI, INGENIEURBÜRO FÜR HAUSTECHNIK",1
IBL LUTTER GMBH,IBL LUTTER GMBH,1
IBOB GMBH & CO. KG,IBOB GMBH & CO. KG,1
IBS SCHMITZ GMBH,IBS SCHMITZ GMBH,1
IGEL & KAUFMANN IMMOBILIENVERWALTUNG GMBH,IGEL & KAUFMANN IMMOBILIENVERWALTUNG GMBH,1
IGNAZ GANSLMEIER SANITÄR UND HEIZUNG,IGNAZ GANSLMEIER SANITÄR UND HEIZUNG,1
IHT TIMME GMBH & CO KG,IHT TIMME GMBH & CO KG,1
IMDAHL SANITÄR-HEIZUNG,IMDAHL SANITÄR-HEIZUNG,1
IMMO SOLUTIONS HAUS-/ MIETVERWALTUNG & IMMOBILIEN,IMMO SOLUTIONS HAUS-/ MIETVERWALTUNG & IMMOBILIEN,1
IMMOBILIEN-UND SACHVERSTÄNDIGENBÜRO FRANZ KUTTER,IMMOBILIEN-UND SACHVERSTÄNDIGENBÜRO FRANZ KUTTER,1
IMMOBILIENVERWALTUNG HOMEWISE GMBH,IMMOBILIENVERWALTUNG HOMEWISE GMBH,1
IMMOEFFIZIENZ GMBH,IMMOEFFIZIENZ GMBH,1
IMMOQUANT GMBH,IMMOQUANT GMBH,1
INDRUTEC GMBH,INDRUTEC GMBH,1
INFRASERV GMBH & CO. HÖCHST KG,INFRASERV GMBH & CO. HÖCHST KG,1
INFUM-GMBH,INFUM-GMBH,1
ING. A. WINKLER GMBH & CO. KG,ING. A. WINKLER GMBH & CO. KG,1
ING. ROLF BULLERJAHN GMBH & CO. KG,ING. ROLF BULLERJAHN GMBH & CO. KG,1
ING. W. WICHMANN SANITÄR- UND HEIZUNGSTECHNIK GMBH,ING. W. WICHMANN SANITÄR- UND HEIZUNGSTECHNIK GMBH,1
ING.-BÜRO RIEGER,ING.-BÜRO RIEGER,1
INGENIEURBÜRO BERND PFISTER GMBH,INGENIEURBÜRO BERND PFISTER GMBH,1
INGENIEURBÜRO ENGELHAUPT,INGENIEURBÜRO ENGELHAUPT,1
INGENIEURBÜRO GUNKEL,INGENIEURBÜRO GUNKEL,1
INGENIEURBÜRO KIPKA VDI,INGENIEURBÜRO KIPKA VDI,1
INGENIEURBÜRO KOLBERG,INGENIEURBÜRO KOLBERG,1
INGENIEURBÜRO LUTZ STROBEL,INGENIEURBÜRO LUTZ STROBEL,1
INGENIEURBÜRO TGA BINNER,INGENIEURBÜRO TGA BINNER,1
INGENIEURBÜRO THOMAS HILLENHAGEN,INGENIEURBÜRO THOMAS HILLENHAGEN,1
INGENIEURBÜRO THORSTEN LUKAS,INGENIEURBÜRO THORSTEN LUKAS,1
INGENIEURKONTOR OLAF WITTVOGEL,INGENIEURKONTOR OLAF WITTVOGEL,1
INGOLF KRÖSCH SANITÄR / HEIZUNG,INGOLF KRÖSCH SANITÄR / HEIZUNG,1
ININGER GMBH,ININGER GMBH,1
INNOTEC SYSTEMELEMENTE GMBH,INNOTEC SYSTEMELEMENTE GMBH,1
INNOVAT HOME SYSTEMS S. A.,INNOVAT HOME SYSTEMS S. A.,1
INNTEC GMBH,INNTEC GMBH,1
INSEWA GMBH,INSEWA GMBH,1
INSTALLATION UND BAUDIENSTLEISTUNG WIDER,INSTALLATION UND BAUDIENSTLEISTUNG WIDER,1
INSTALLATION UND SPENGLEREI RÜGAMER,INSTALLATION UND SPENGLEREI RÜGAMER,1
INSTALLATIONS- UND GEBÄUDETECHNIK SCHMUCK (NEUE VAT),INSTALLATIONS- UND GEBÄUDETECHNIK SCHMUCK (NEUE VAT),1
INTERDOMO GMBH,INTERDOMO GMBH,1
IRMGARD SCHMITT-LANGENSTEIN,IRMGARD SCHMITT-LANGENSTEIN,1
ISEG - FACHGROSSHANDEL FÜR GEBÄUDETECHNIK EG,ISEG - FACHGROSSHANDEL FÜR GEBÄUDETECHNIK EG,1
ISEG FACHGROẞHANDEL,ISEG FACHGROẞHANDEL,1
ISG SANITÄR-HANDELSGES. MBH & CO KG,ISG SANITÄR-HANDELSGES. MBH & CO KG,1
ISOMA HAUSTECHNIK GMBH,ISOMA HAUSTECHNIK GMBH,1
ISTG-CONSULT,ISTG-CONSULT,1
ITG ACKERMANN KG,ITG ACKERMANN KG,1
ITG COLLIN & STELLING KG,ITG COLLIN & STELLING KG,1
ITG COLLIN KG,ITG COLLIN KG,1
ITG HORTMANN KG,ITG HORTMANN KG,1
ITG MITTELDEUTSCHLAND KG,ITG MITTELDEUTSCHLAND KG,1
ITG SUED KG,ITG SUED KG,1
ITG SÜD KG,ITG SÜD KG,1
ITURRI FEUERWEHR- UND,ITURRI FEUERWEHR- UND,1
IVT GMBH & CO. KG,IVT GMBH & CO. KG,1
J. BAUMGARTNER GMBH,J. BAUMGARTNER GMBH,1
J. G. SCHARFF GMBH BURG & CO. KG,J. G. SCHARFF GMBH BURG & CO. KG,1
J. H. NIEBUHR JR. HANDELSGESELLSCHAFT MBH,J. H. NIEBUHR JR. HANDELSGESELLSCHAFT MBH,1
J. N. KREILLER KG,J. N. KREILLER KG,1
J. REHMS GEBÄUDETECHNIK GMBH,J. REHMS GEBÄUDETECHNIK GMBH,1
J.L. BACON HAUSTECHNIK GMBH,J.L. BACON HAUSTECHNIK GMBH,1
J.N. KOEBIG GMBH,J.N. KOEBIG GMBH,1
J.N. KÖBIG GMBH,J.N. KÖBIG GMBH,1
J.W. ZANDER GMBH & CO. KG,J.W. ZANDER GMBH & CO. KG,1
J.W. ZANDER GMBH & CO. KG WEST,J.W. ZANDER GMBH & CO. KG WEST,1
JAGER & RATH GMBH,JAGER & RATH GMBH,1
JAKOB ZIRNGIBL,JAKOB ZIRNGIBL,1
JAN MEINUNGER INSTALLATION UND HEIZUNGSBAU,JAN MEINUNGER INSTALLATION UND HEIZUNGSBAU,1
JAN REIMER SANITÄR UND HEIZUNGSBAU,JAN REIMER SANITÄR UND HEIZUNGSBAU,1
JAN T. MARTENS GMBH,JAN T. MARTENS GMBH,1
JAN TIETBÖHL GMBH,JAN TIETBÖHL GMBH,1
JAN-HENRIK WICKER,JAN-HENRIK WICKER,1
JANA VIDAL DOMINGUEZ,JANA VIDAL DOMINGUEZ,1
JANGEL & KLATT GMBH,JANGEL & KLATT GMBH,1
JANUSZ KUBANEK,JANUSZ KUBANEK,1
JAROLA,JAROLA,1
JB HEIZUNG ELEKTRO SANITÄR GMBH,JB HEIZUNG ELEKTRO SANITÄR GMBH,1
JC BANNIER INH. CHRISTIAN BANNIER INSTALLATEUR- UND HEIZUNGSBAU,JC BANNIER INH. CHRISTIAN BANNIER INSTALLATEUR- UND HEIZUNGSBAU,1
"JEHOVAS ZEUGEN IN DEUTSCHLAND, K. D. Ö. R.","JEHOVAS ZEUGEN IN DEUTSCHLAND, K. D. Ö. R.",1
JENS BOBZIN,JENS BOBZIN,1
JENS CONRADI,JENS CONRADI,1
JENS GOTTSCHALK GMBH,JENS GOTTSCHALK GMBH,1
JENS HATTENDORF HEIZUNG & SANITÄR GMBH & CO. KG,JENS HATTENDORF HEIZUNG & SANITÄR GMBH & CO. KG,1
JENS KIEẞLING,JENS KIEẞLING,1
JENS KÜCK MEISTERBETRIEB,JENS KÜCK MEISTERBETRIEB,1
JETMINDS,JETMINDS,1
JFE REBARO FERNWÄRMETECHNIK GMBH,JFE REBARO FERNWÄRMETECHNIK GMBH,1
JM-JAEGER GMBH,JM-JAEGER GMBH,1
JOACHIM NEUMANN,JOACHIM NEUMANN,1
JOACHIM SPEER,JOACHIM SPEER,1
JOCHEN FUCHS,JOCHEN FUCHS,1
JOCHEN HAMBURGER,JOCHEN HAMBURGER,1
JOCHEN KOWALEWSKI GMBH,JOCHEN KOWALEWSKI GMBH,1
JOCHEN SCHILLALIES,JOCHEN SCHILLALIES,1
JOCHMANN GMBH,JOCHMANN GMBH,1
JOHANN CHRISTOFFERS GMBH & CO. KG,JOHANN CHRISTOFFERS GMBH & CO. KG,1
JOHANN ZITZLER HAUSTECHNIK,JOHANN ZITZLER HAUSTECHNIK,1
JOHANNES BRUDER SANITÄR & HEIZUNG,JOHANNES BRUDER SANITÄR & HEIZUNG,1
JONAS GANZENMÜLLER,JONAS GANZENMÜLLER,1
JORDAN & KREMER GMBH,JORDAN & KREMER GMBH,1
JOSEF DETEMPLI & SÖHNE KG,JOSEF DETEMPLI & SÖHNE KG,1
JOSEF KÜPPER SÖHNE GMBH,JOSEF KÜPPER SÖHNE GMBH,1
JOSEF MATZKA GMBH,JOSEF MATZKA GMBH,1
JOSEF MEYER GMBH,JOSEF MEYER GMBH,1
JOSEF MOSER,JOSEF MOSER,1
JOSEF PÖSSL GMBH,JOSEF PÖSSL GMBH,1
JOSEF RASTEL,JOSEF RASTEL,1
JOSEF SCHARL GMBH,JOSEF SCHARL GMBH,1
JOSEF STEINBERGER GMBH,JOSEF STEINBERGER GMBH,1
JOSEF THELEN GMBH & CO. KG,JOSEF THELEN GMBH & CO. KG,1
JOSEF TRABERT GMBH & CO. KG,JOSEF TRABERT GMBH & CO. KG,1
JOSEF WAGNER GMBH,JOSEF WAGNER GMBH,1
JOSEF WITZENBERGER,JOSEF WITZENBERGER,1
JOSEPH-STIFTUNG BAMBERG,JOSEPH-STIFTUNG BAMBERG,1
JULIA HEINEMANN,JULIA HEINEMANN,1
JULIUS GAISER GMBH,JULIUS GAISER GMBH,1
JUNGKE HEIZUNGSBAU GMBH,JUNGKE HEIZUNGSBAU GMBH,1
JUTZY HAUSTECHNIK & SERVICE GMBH,JUTZY HAUSTECHNIK & SERVICE GMBH,1
JÄGER HAUSTECHNIK GMBH + CO. KG,JÄGER HAUSTECHNIK GMBH + CO. KG,1
JÖRG GRAGERT GMBH,JÖRG GRAGERT GMBH,1
JÖRG LEHMANN,JÖRG LEHMANN,1
JÖRG MADERER SANITÄR- UND HEIZUNGSTECHNIK GMBH,JÖRG MADERER SANITÄR- UND HEIZUNGSTECHNIK GMBH,1
JÖRG SCHLICK,JÖRG SCHLICK,1
JÖRG SCHULZ -IBG-,JÖRG SCHULZ -IBG-,1
JÜPA GEBÄUDETECHNIK,JÜPA GEBÄUDETECHNIK,1
JÜRGEN HEITGER ING. GMBH,JÜRGEN HEITGER ING. GMBH,1
JÜRGEN KUHN HAUSTECHNIK,JÜRGEN KUHN HAUSTECHNIK,1
JÜRGEN LINDNER,JÜRGEN LINDNER,1
JÜRGEN LÄNGRICH SANITÄR-HEIZUNG,JÜRGEN LÄNGRICH SANITÄR-HEIZUNG,1
JÜRGEN SCHMIDBERGER,JÜRGEN SCHMIDBERGER,1
JÜRGEN SCHWARZ HEIZUNGSBAU GMBH,JÜRGEN SCHWARZ HEIZUNGSBAU GMBH,1
JÜRGEN STORK HEIZUNG-LÜFTUNG-SANITÄR,JÜRGEN STORK HEIZUNG-LÜFTUNG-SANITÄR,1
JÜRGEN TIEDTKE HEIZUNGS- UND LÜFTUNGSTECHNIK GMBH,JÜRGEN TIEDTKE HEIZUNGS- UND LÜFTUNGSTECHNIK GMBH,1
K & J HAUSTECHNIK GMBH,K & J HAUSTECHNIK GMBH,1
K&S GEBÄUDETECHNIK GMBH,K&S GEBÄUDETECHNIK GMBH,1
KADEL GMBH,KADEL GMBH,1
KAHN-GMBH,KAHN-GMBH,1
KAI MÜLLER,KAI MÜLLER,1
KALLENBERGER HEIZUNG SANITÄR,KALLENBERGER HEIZUNG SANITÄR,1
KALYTA SANITÄR-HEIZUNG GMBH,KALYTA SANITÄR-HEIZUNG GMBH,1
KANN GMBH,KANN GMBH,1
KARL BEILSTEIN IMMOBILIENVERWALTUNG,KARL BEILSTEIN IMMOBILIENVERWALTUNG,1
KARL BRAND KG,KARL BRAND KG,1
KARL EHLERT GMBH,KARL EHLERT GMBH,1
KARL ENDRICH KG,KARL ENDRICH KG,1
KARL HORNUNG GMBH,KARL HORNUNG GMBH,1
KARL JAKUCS GMBH,KARL JAKUCS GMBH,1
KARL JOAS GMBH & CO,KARL JOAS GMBH & CO,1
KARL LAUSSER GMBH,KARL LAUSSER GMBH,1
KARL LOTZ GMBH & CO. KG,KARL LOTZ GMBH & CO. KG,1
KARL PRESTLE SANITÄR GMBH & CO KG,KARL PRESTLE SANITÄR GMBH & CO KG,1
KARL THOMA SANITÄRE ANLAGEN GMBH,KARL THOMA SANITÄRE ANLAGEN GMBH,1
KARL TREML GMBH,KARL TREML GMBH,1
KARL WEYMANN GMBH,KARL WEYMANN GMBH,1
KARL-HEINZ MENZEL GMBH,KARL-HEINZ MENZEL GMBH,1
KARL-HEINZ MEYER GMBH,KARL-HEINZ MEYER GMBH,1
KARL-HEINZ SCHRÖDER,KARL-HEINZ SCHRÖDER,1
KARRER ANLAGENTECHNIK GMBH & CO KG,KARRER ANLAGENTECHNIK GMBH & CO KG,1
KARSTEN RUDOLPH,KARSTEN RUDOLPH,1
KASPARI HEIZUNG-SANITÄR-KLIMA GMBH,KASPARI HEIZUNG-SANITÄR-KLIMA GMBH,1
KAT KLÄR- UND ABSCHEIDETECHNIK GMBH,KAT KLÄR- UND ABSCHEIDETECHNIK GMBH,1
KAUL GEBÄUDETECHNIK GMBH,KAUL GEBÄUDETECHNIK GMBH,1
KAWO PROJEKTE GMBH,KAWO PROJEKTE GMBH,1
KEG - KONVERSIONS-GRUNDSTÜCKSENTWICKLUNGGESELLSCHAFT MBH,KEG - KONVERSIONS-GRUNDSTÜCKSENTWICKLUNGGESELLSCHAFT MBH,1
KEILTEC GMBH,KEILTEC GMBH,1
KELLER GMBH WASSER · WÄRME · SERVICE,KELLER GMBH WASSER · WÄRME · SERVICE,1
KELLNER,KELLNER,1
KELLNER HAUSTECHNIK GMBH,KELLNER HAUSTECHNIK GMBH,1
KEMMERLING KG,KEMMERLING KG,1
KEMMLER BAUSTOFFE GMBH,KEMMLER BAUSTOFFE GMBH,1
KEMPE WOHNBAU GMBH,KEMPE WOHNBAU GMBH,1
KEMPF GMBH & CO. KG,KEMPF GMBH & CO. KG,1
KEMPTER GMBH,KEMPTER GMBH,1
KENNERKNECHT THOMAS HEIZUNG SANITÄR,KENNERKNECHT THOMAS HEIZUNG SANITÄR,1
KERBL GMBH & CO. KG,KERBL GMBH & CO. KG,1
KERSCHBAUMER GMBH,KERSCHBAUMER GMBH,1
KESSLER HEIZTECHNIK GMBH,KESSLER HEIZTECHNIK GMBH,1
KESSLER RICHARD GMBH,KESSLER RICHARD GMBH,1
KETONIA GMBH,KETONIA GMBH,1
KETTERER + LIEBHERR GMBH,KETTERER + LIEBHERR GMBH,1
KEULER BAD- UND HEIZUNGSTECHNIK GMBH & CO. KG,KEULER BAD- UND HEIZUNGSTECHNIK GMBH & CO. KG,1
KEVIN WITT SANITÄR HEIZUNG MEISTERBETRIEB,KEVIN WITT SANITÄR HEIZUNG MEISTERBETRIEB,1
KHG KUNSTSTOFF-HANDELS-GESELLSCHAFT MBH,KHG KUNSTSTOFF-HANDELS-GESELLSCHAFT MBH,1
KHG WARNECKE GMBH,KHG WARNECKE GMBH,1
KHK-KUNSTSTOFFHANDEL,KHK-KUNSTSTOFFHANDEL,1
KHS HAUSTECHNIK,KHS HAUSTECHNIK,1
KIEFER + DÖRR,KIEFER + DÖRR,1
KILCHENSTEIN HAUSVERWALTUNG,KILCHENSTEIN HAUSVERWALTUNG,1
KIWA NEDERLAND B.V.,KIWA NEDERLAND B.V.,1
KIWA NEDERLAND BV,KIWA NEDERLAND BV,1
KKR KLIMA-KÄLTE-REINRAUMTECHNIK GMBH,KKR KLIMA-KÄLTE-REINRAUMTECHNIK GMBH,1
KL HAUSTECHNIK GMBH,KL HAUSTECHNIK GMBH,1
KLAISS KÄLTE - KLIMA GMBH & CO. KG,KLAISS KÄLTE - KLIMA GMBH & CO. KG,1
KLAUS ARENS NACHFOLGER S.NAGEL E.K.,KLAUS ARENS NACHFOLGER S.NAGEL E.K.,1
KLAUS GROSSMANN HEIZUNGSBAU,KLAUS GROSSMANN HEIZUNGSBAU,1
KLAUS HOLZER,KLAUS HOLZER,1
KLAUS SPENGLER SANITÄR HEIZUNG,KLAUS SPENGLER SANITÄR HEIZUNG,1
KLAUS VOGLER HEIZUNG & SANITÄR,KLAUS VOGLER HEIZUNG & SANITÄR,1
KLAUS WOHNBAU GMBH,KLAUS WOHNBAU GMBH,1
KLAUS-JÜRGEN WILHELM,KLAUS-JÜRGEN WILHELM,1
KLAUSNITZER GMBH,KLAUSNITZER GMBH,1
KLAẞ GMBH,KLAẞ GMBH,1
KLEIN GMBH & CO. KG,KLEIN GMBH & CO. KG,1
KLEIN GMBH BAD-HEIZUNG-KÜCHE-SOLAR,KLEIN GMBH BAD-HEIZUNG-KÜCHE-SOLAR,1
KLEIN GMBH HEIZUNG-SANITÄR,KLEIN GMBH HEIZUNG-SANITÄR,1
KLEINE-ALBERS GMBH,KLEINE-ALBERS GMBH,1
KLEMENS BONFIG,KLEMENS BONFIG,1
KLEMPNER & INSTALLATEURE GMBH,KLEMPNER & INSTALLATEURE GMBH,1
KLEMPNEREI DIMTER,KLEMPNEREI DIMTER,1
KLIMA SERVICE CONSULT GMBH,KLIMA SERVICE CONSULT GMBH,1
KLIMA-BAU VOLK GMBH,KLIMA-BAU VOLK GMBH,1
KLIMA-BAU VOLK GMBH & CO. KG (NEUE VAT),KLIMA-BAU VOLK GMBH & CO. KG (NEUE VAT),1
KLIMATECHNIK WAGNER GMBH,KLIMATECHNIK WAGNER GMBH,1
KLIMAVIDA GMBH,KLIMAVIDA GMBH,1
KLOCKE & LINGEMANN,KLOCKE & LINGEMANN,1
KLOTZBÜCHER GMBH,KLOTZBÜCHER GMBH,1
KLOWA KG,KLOWA KG,1
KMH PROJEKTE KATALIN HENK,KMH PROJEKTE KATALIN HENK,1
KNORR & RICHTER GMBH HEIZUNG - LUEFTUNG - SANITAER,KNORR & RICHTER GMBH HEIZUNG - LUEFTUNG - SANITAER,1
KNS VERSORGUNGSTECHNIK GMBH,KNS VERSORGUNGSTECHNIK GMBH,1
"KNÄUSL, JULIA","KNÄUSL, JULIA",1
KO-OPERATIV EG NRW,KO-OPERATIV EG NRW,1
KOCH + THÜNER GMBH,KOCH + THÜNER GMBH,1
KOCH GMBH,KOCH GMBH,1
KOCH HAUSTECHNIK GMBH,KOCH HAUSTECHNIK GMBH,1
KOHL GMBH,KOHL GMBH,1
"KOHL, NEELS & EISFELD GMBH","KOHL, NEELS & EISFELD GMBH",1
KOLL GMBH,KOLL GMBH,1
KOLLISCHON SANITÄR- UND HEIZUNGSTECHNIK GMBH,KOLLISCHON SANITÄR- UND HEIZUNGSTECHNIK GMBH,1
KONIETZNY SANITÄR- UND HEIZTECHNIK GMBH,KONIETZNY SANITÄR- UND HEIZTECHNIK GMBH,1
KONRAD DIEKMANN GMBH,KONRAD DIEKMANN GMBH,1
KONRAD KLEINER GMBH,KONRAD KLEINER GMBH,1
KONRAD KOHL GMBH & CO KG,KONRAD KOHL GMBH & CO KG,1
KONRAD OCHS GMBH,KONRAD OCHS GMBH,1
KONZMANN GEBÄUDETECHNIK GMBH,KONZMANN GEBÄUDETECHNIK GMBH,1
KONZMANN GMBH,KONZMANN GMBH,1
KONZMANN TGA SÜDWEST GMBH,KONZMANN TGA SÜDWEST GMBH,1
KOPP & KRAUSS GMBH & CO.KG,KOPP & KRAUSS GMBH & CO.KG,1
KORTAS HAUSTECHNIK,KORTAS HAUSTECHNIK,1
KOSZOWYJ STEFAN,KOSZOWYJ STEFAN,1
KRAFTTECH GMBH,KRAFTTECH GMBH,1
KRAUS & CO. SANITÄRHANDELSGESELLSCHAFT MBH,KRAUS & CO. SANITÄRHANDELSGESELLSCHAFT MBH,1
KRAUS - DER INSTALLATEUR,KRAUS - DER INSTALLATEUR,1
KRAUTWALD HEIZUNG - SANITÄR,KRAUTWALD HEIZUNG - SANITÄR,1
KREATEC-DEDEN GMBH,KREATEC-DEDEN GMBH,1
KREIDER HAUSTECHNIK GMBH,KREIDER HAUSTECHNIK GMBH,1
KREIS JOSEF,KREIS JOSEF,1
KREISBAUGESELLSCHAFT WAIBLINGEN MBH,KREISBAUGESELLSCHAFT WAIBLINGEN MBH,1
